MED46,Aspirin_Ethylamine,Syrup,Mcgrath Inc,2022-10-02,357 mg,
MED47,Aspirin_Propylamine,Injection,Crawford-Hernandez,2024-06-28,101 mg,
MED48,Aspirin_Butylamine,Injection,Bass and Sons,2023-09-30,491 mg,
MED49,Aspirin_Pentylamine,Injection,"Hudson, Henderson and Byrd",2022-12-08,194 mg,
MED50,Tylenol_Methane,Syrup,Gonzalez and Sons,2024-02-04,495 mg,
MED51,Tylenol_Ethanol,Tablet,Lewis Ltd,2024-01-01,392 mg,
MED52,Tylenol_Acetone,Injection,Riley-Foster,2023-08-30,132 mg,
MED53,Tylenol_Benzene,Syrup,Davis-Wilkins,2024-06-05,97 mg,
MED54,Tylenol_Toluene,Injection,Mccoy PLC,2023-02-14,375 mg,
MED55,Tylenol_Formaldehyde,Syrup,Torres-Smith,2023-05-31,352 mg,
MED56,Tylenol_Acetic Acid,Syrup,Shelton LLC,2024-02-26,294 mg,
MED57,Tylenol_Methanol,Syrup,Ryan Ltd,2023-10-26,309 mg,
MED58,Tylenol_Ethylene,Syrup,Chen LLC,2023-07-21,425 mg,
MED59,Tylenol_Propylene,Tablet,"Santos, Thomas and Miller",2024-06-07,103 mg,
MED60,Tylenol_Butane,Tablet,Stanley Group,2023-02-26,110 mg,
MED61,Tylenol_Isoprene,Syrup,Tucker LLC,2024-05-04,8 mg,
MED62,Tylenol_Styrene,Tablet,"Smith, Kelley and Adams",2022-09-22,372 mg,
MED63,Tylenol_Xylene,Injection,Chavez-Mayer,2023-11-21,114 mg,
MED64,Tylenol_Naphthalene,Injection,Gordon-Hoffman,2024-03-11,113 mg,
MED65,Tylenol_Phenol,Injection,Cooper-Nelson,2024-04-29,485 mg,
MED66,Tylenol_Aniline,Tablet,Cruz Inc,2023-03-13,325 mg,
MED67,Tylenol_Ethylene Glycol,Tablet,"Anderson, Nelson and Salazar",2023-09-09,16 mg,
MED68,Tylenol_Glycerol,Tablet,Frost-Wagner,2022-11-28,56 mg,
MED69,Tylenol_Furfural,Tablet,West-Velez,2024-05-15,95 mg,
MED70,Tylenol_Hexane,Tablet,Roberson LLC,2024-07-25,380 mg,
MED71,Tylenol_Heptane,Tablet,Williams-Gordon,2024-06-02,374 mg,
MED72,Tylenol_Octane,Syrup,Garza Ltd,2023-01-07,417 mg,
MED73,Tylenol_Nonane,Injection,Wilson-Mullins,2024-08-31,285 mg,
MED74,Tylenol_Decane,Injection,Jackson-Kim,2023-09-13,350 mg,
MED75,Tylenol_Glucose,Injection,Keller-Ramirez,2023-07-02,298 mg,
MED76,Tylenol_Fructose,Tablet,"Hernandez, Hernandez and Nelson",2024-03-09,47 mg,
MED77,Tylenol_Sucrose,Tablet,"Gould, Simmons and Anderson",2024-03-30,412 mg,
MED78,Tylenol_Lactose,Tablet,Stone-Weiss,2023-03-08,113 mg,
MED79,Tylenol_Cellulose,Tablet,Little-Berry,2024-06-18,21 mg,
MED80,Tylenol_Chloroform,Tablet,"Logan, Beck and Smith",2023-11-19,227 mg,
MED81,Tylenol_Carbon Tetrachloride,Tablet,Rodriguez Group,2023-08-23,143 mg,
MED82,Tylenol_Acetaldehyde,Injection,Daniels and Sons,2023-11-16,354 mg,
MED83,Tylenol_Butadiene,Injection,"Best, White and Burgess",2023-04-08,227 mg,
MED84,Tylenol_Cyclohexane,Tablet,"Walker, Rangel and Hicks",2023-10-28,293 mg,
MED85,Tylenol_Cyclopentane,Tablet,"Richards, Bond and Williams",2023-02-15,218 mg,
MED86,Tylenol_Cyclohexene,Syrup,King-Meyer,2023-04-03,23 mg,
MED87,Tylenol_Cyclohexanol,Syrup,Miller-Knight,2024-07-05,282 mg,
MED88,Tylenol_Cyclohexanone,Tablet,"Wallace, Bowman and Cooke",2023-02-06,396 mg,
MED89,Tylenol_Acetylene,Syrup,West and Sons,2023-09-02,251 mg,
MED90,Tylenol_Propyne,Syrup,Baker-Bishop,2023-02-12,293 mg,
MED91,Tylenol_Butyne,Injection,Black-Harris,2022-11-24,343 mg,
MED92,Tylenol_Pentene,Syrup,"Pruitt, Lewis and Rodriguez",2024-04-17,310 mg,
MED93,Tylenol_Hexene,Syrup,Mccann Inc,2024-01-22,245 mg,
MED94,Tylenol_Heptene,Tablet,"Wang, Johnson and Acevedo",2023-01-08,247 mg,
MED95,Tylenol_Methylamine,Syrup,Rojas-Miranda,2023-10-16,292 mg,
MED96,Tylenol_Ethylamine,Syrup,Hunt-Sanford,2024-06-08,212 mg,
MED97,Tylenol_Propylamine,Injection,"Neal, Perez and Rodgers",2023-07-05,68 mg,
MED98,Tylenol_Butylamine,Syrup,Williams LLC,2023-07-17,125 mg,
MED99,Tylenol_Pentylamine,Injection,"Blair, Thompson and Williams",2024-04-15,223 mg,
MED100,Ibuprofen_Methane,Syrup,Mccoy-Cruz,2024-01-21,153 mg,
MED101,Ibuprofen_Ethanol,Tablet,Bauer and Sons,2022-12-22,28 mg,
MED102,Ibuprofen_Acetone,Injection,Torres and Sons,2023-06-29,338 mg,
MED103,Ibuprofen_Benzene,Injection,Murphy Inc,2023-04-01,16 mg,
MED104,Ibuprofen_Toluene,Injection,"Ford, Hall and York",2024-07-15,450 mg,
MED105,Ibuprofen_Formaldehyde,Syrup,Martinez-Reyes,2024-04-23,262 mg,
MED106,Ibuprofen_Acetic Acid,Injection,Woods LLC,2024-08-15,290 mg,
MED107,Ibuprofen_Methanol,Injection,"Campbell, Armstrong and Perez",2023-12-07,182 mg,
MED108,Ibuprofen_Ethylene,Tablet,"Mendoza, Garcia and Pugh",2023-08-29,184 mg,
MED109,Ibuprofen_Propylene,Syrup,Vaughn PLC,2022-10-06,255 mg,
MED110,Ibuprofen_Butane,Tablet,Shelton Inc,2023-05-31,261 mg,
MED111,Ibuprofen_Isoprene,Injection,Brown LLC,2024-08-15,412 mg,
MED112,Ibuprofen_Styrene,Tablet,Strickland-Duncan,2023-07-14,224 mg,
MED113,Ibuprofen_Xylene,Syrup,"Cruz, Blankenship and Short",2023-05-14,313 mg,
MED114,Ibuprofen_Naphthalene,Syrup,Hart-Hamilton,2024-05-08,141 mg,
MED115,Ibuprofen_Phenol,Syrup,Morris Group,2024-05-27,213 mg,
MED116,Ibuprofen_Aniline,Syrup,Novak and Sons,2023-05-19,421 mg,
MED117,Ibuprofen_Ethylene Glycol,Syrup,Harrison-Sherman,2024-06-13,283 mg,
MED118,Ibuprofen_Glycerol,Tablet,"Hernandez, Chambers and Lynn",2023-11-17,383 mg,
MED119,Ibuprofen_Furfural,Syrup,Miller Inc,2022-11-10,328 mg,
MED120,Ibuprofen_Hexane,Injection,Hamilton-Moore,2024-05-07,1 mg,
MED121,Ibuprofen_Heptane,Tablet,"Nelson, Smith and Schultz",2023-07-04,382 mg,
MED122,Ibuprofen_Octane,Injection,George LLC,2023-08-05,399 mg,
MED123,Ibuprofen_Nonane,Tablet,Johnson Ltd,2023-05-13,213 mg,
MED124,Ibuprofen_Decane,Tablet,Carney Group,2023-01-27,490 mg,
MED125,Ibuprofen_Glucose,Injection,Anderson-Calderon,2022-10-23,314 mg,
MED126,Ibuprofen_Fructose,Tablet,Clayton PLC,2023-03-18,392 mg,
MED127,Ibuprofen_Sucrose,Injection,Cox Group,2023-07-01,202 mg,
MED128,Ibuprofen_Lactose,Injection,Bell Ltd,2023-07-13,258 mg,
MED129,Ibuprofen_Cellulose,Injection,Cooper-Davis,2024-08-02,418 mg,
MED130,Ibuprofen_Chloroform,Tablet,"Saunders, Wallace and Parsons",2023-04-27,359 mg,
MED131,Ibuprofen_Carbon Tetrachloride,Injection,"Gordon, Johnson and Patterson",2023-01-31,56 mg,
MED132,Ibuprofen_Acetaldehyde,Injection,"Jones, Bowen and Hines",2023-11-13,214 mg,
MED133,Ibuprofen_Butadiene,Syrup,Poole-Knapp,2023-12-24,61 mg,
MED134,Ibuprofen_Cyclohexane,Tablet,Zimmerman Ltd,2022-10-02,380 mg,
MED135,Ibuprofen_Cyclopentane,Syrup,Roberts Inc,2023-05-23,257 mg,
MED136,Ibuprofen_Cyclohexene,Injection,"Weaver, Conley and Harding",2022-12-03,218 mg,
MED137,Ibuprofen_Cyclohexanol,Syrup,"Kelly, Ellis and Whitney",2024-04-01,201 mg,
MED138,Ibuprofen_Cyclohexanone,Syrup,Santana-Warner,2023-09-25,495 mg,
MED139,Ibuprofen_Acetylene,Injection,Berg and Sons,2024-02-07,208 mg,
MED140,Ibuprofen_Propyne,Injection,"Cherry, Boyd and Fowler",2022-12-12,419 mg,
MED141,Ibuprofen_Butyne,Syrup,Rivera Inc,2024-03-12,62 mg,
MED142,Ibuprofen_Pentene,Injection,"Wade, Thompson and Franklin",2022-11-14,14 mg,
MED143,Ibuprofen_Hexene,Syrup,"Hester, Watkins and Kim",2024-06-10,3 mg,
MED144,Ibuprofen_Heptene,Syrup,Johnson-Murphy,2023-08-26,340 mg,
MED145,Ibuprofen_Methylamine,Injection,Day-Allen,2023-01-16,278 mg,
MED146,Ibuprofen_Ethylamine,Injection,Rivera-Guerra,2023-05-03,435 mg,
MED147,Ibuprofen_Propylamine,Tablet,Smith Ltd,2024-09-05,407 mg,
MED148,Ibuprofen_Butylamine,Injection,Mccall-Turner,2023-06-16,207 mg,
MED149,Ibuprofen_Pentylamine,Injection,"Abbott, Nixon and Walker",2023-04-23,274 mg,
MED150,Amoxicillin_Methane,Injection,"Ross, Frank and Sanchez",2024-04-28,498 mg,
MED151,Amoxicillin_Ethanol,Tablet,"Floyd, Lopez and Patterson",2024-07-08,323 mg,
MED152,Amoxicillin_Acetone,Injection,"Henson, Beck and Church",2024-04-09,211 mg,
MED153,Amoxicillin_Benzene,Syrup,Morris-Smith,2023-06-11,142 mg,
MED154,Amoxicillin_Toluene,Injection,Lopez Group,2024-03-20,409 mg,
MED155,Amoxicillin_Formaldehyde,Injection,"Richmond, Vazquez and Cardenas",2023-11-05,93 mg,
MED156,Amoxicillin_Acetic Acid,Tablet,Morales Inc,2023-07-10,88 mg,
MED157,Amoxicillin_Methanol,Injection,"Moore, Holt and Perez",2023-05-22,81 mg,
MED158,Amoxicillin_Ethylene,Injection,"Davis, Mendez and Adkins",2023-08-20,413 mg,
MED159,Amoxicillin_Propylene,Syrup,"Bell, Faulkner and Newton",2022-09-21,226 mg,
MED160,Amoxicillin_Butane,Injection,Greene-Castillo,2023-10-19,288 mg,
MED161,Amoxicillin_Isoprene,Injection,"Potts, Orr and Curtis",2023-09-01,219 mg,
MED162,Amoxicillin_Styrene,Syrup,"Barrett, Stephens and Smith",2024-07-10,397 mg,
MED163,Amoxicillin_Xylene,Injection,Townsend and Sons,2022-10-06,328 mg,
MED164,Amoxicillin_Naphthalene,Injection,"Bell, Day and Anderson",2023-12-11,190 mg,
MED165,Amoxicillin_Phenol,Syrup,"Mitchell, Brown and Johnson",2023-07-08,94 mg,
MED166,Amoxicillin_Aniline,Syrup,Wu-Wagner,2023-10-14,39 mg,
MED167,Amoxicillin_Ethylene Glycol,Syrup,Anderson PLC,2023-07-31,16 mg,
MED168,Amoxicillin_Glycerol,Injection,"Franco, Gray and Stein",2023-01-30,142 mg,
MED169,Amoxicillin_Furfural,Tablet,Wright-Cook,2024-06-01,55 mg,
MED170,Amoxicillin_Hexane,Syrup,Brown Group,2022-10-20,491 mg,
MED171,Amoxicillin_Heptane,Syrup,Estrada Inc,2024-04-03,442 mg,
MED172,Amoxicillin_Octane,Syrup,Cardenas-Rhodes,2022-09-21,201 mg,
MED173,Amoxicillin_Nonane,Tablet,"Anderson, Gonzalez and Webb",2024-07-20,9 mg,
MED174,Amoxicillin_Decane,Tablet,Griffin-Murray,2022-11-20,415 mg,
MED175,Amoxicillin_Glucose,Syrup,Cook-Richardson,2023-06-22,296 mg,
MED176,Amoxicillin_Fructose,Syrup,Morales Group,2024-05-12,498 mg,
MED177,Amoxicillin_Sucrose,Injection,Waller-Colon,2024-06-13,247 mg,
MED178,Amoxicillin_Lactose,Syrup,"Kaiser, Moran and Arnold",2023-07-17,22 mg,
MED179,Amoxicillin_Cellulose,Injection,Anderson and Sons,2024-07-25,190 mg,
MED180,Amoxicillin_Chloroform,Tablet,"Ho, Robinson and Blankenship",2024-02-18,54 mg,
MED181,Amoxicillin_Carbon Tetrachloride,Injection,Glover-Joseph,2024-05-11,109 mg,
MED182,Amoxicillin_Acetaldehyde,Injection,"White, Hines and Robinson",2024-08-09,165 mg,
MED183,Amoxicillin_Butadiene,Syrup,"Sullivan, Goodman and Nguyen",2023-09-27,377 mg,
MED184,Amoxicillin_Cyclohexane,Injection,Rivers-Nielsen,2022-09-19,162 mg,
MED185,Amoxicillin_Cyclopentane,Injection,"Lee, Cox and Richards",2024-06-30,137 mg,
MED186,Amoxicillin_Cyclohexene,Tablet,Cohen Ltd,2023-08-04,346 mg,
MED187,Amoxicillin_Cyclohexanol,Injection,Schultz-Hernandez,2023-04-27,473 mg,
MED188,Amoxicillin_Cyclohexanone,Syrup,Adams Ltd,2024-08-02,11 mg,
MED189,Amoxicillin_Acetylene,Syrup,Cobb-James,2023-06-30,342 mg,
MED190,Amoxicillin_Propyne,Syrup,Greene-Gay,2023-10-11,55 mg,
MED191,Amoxicillin_Butyne,Injection,"Ross, Simmons and Sheppard",2023-06-13,420 mg,
MED192,Amoxicillin_Pentene,Tablet,"Miller, Villegas and Martin",2022-11-02,26 mg,
MED193,Amoxicillin_Hexene,Injection,"White, Combs and Perez",2024-01-25,69 mg,
MED194,Amoxicillin_Heptene,Syrup,Price-Smith,2023-12-20,115 mg,
MED195,Amoxicillin_Methylamine,Tablet,Kramer-Campbell,2022-12-14,128 mg,
MED196,Amoxicillin_Ethylamine,Tablet,"Lopez, Reyes and Evans",2023-09-12,293 mg,
MED197,Amoxicillin_Propylamine,Injection,"Rivera, Clarke and Green",2022-10-04,225 mg,
MED198,Amoxicillin_Butylamine,Tablet,"Valenzuela, Arias and Weiss",2024-01-22,211 mg,
MED199,Amoxicillin_Pentylamine,Syrup,Morales PLC,2022-10-05,301 mg,
MED200,Ciprofloxacin_Methane,Injection,Kelley LLC,2024-03-14,329 mg,
MED201,Ciprofloxacin_Ethanol,Syrup,"Richardson, Soto and Rice",2023-08-10,357 mg,
MED202,Ciprofloxacin_Acetone,Syrup,Adams LLC,2024-05-09,75 mg,
MED203,Ciprofloxacin_Benzene,Syrup,Young-Ramos,2024-04-18,331 mg,
MED204,Ciprofloxacin_Toluene,Syrup,Nelson Ltd,2023-11-16,165 mg,
MED205,Ciprofloxacin_Formaldehyde,Syrup,Hayes-Vega,2022-10-03,372 mg,
MED206,Ciprofloxacin_Acetic Acid,Tablet,"Parker, Hall and Douglas",2023-11-17,8 mg,
MED207,Ciprofloxacin_Methanol,Syrup,"Williams, Watts and Mata",2024-03-10,192 mg,
MED208,Ciprofloxacin_Ethylene,Syrup,Jones and Sons,2022-11-19,126 mg,
MED209,Ciprofloxacin_Propylene,Syrup,"Mitchell, Ballard and Rodriguez",2024-08-17,49 mg,
MED210,Ciprofloxacin_Butane,Injection,Jones-Taylor,2024-09-14,417 mg,
MED211,Ciprofloxacin_Isoprene,Syrup,"Watts, Mcgee and Thomas",2024-07-31,258 mg,
MED212,Ciprofloxacin_Styrene,Syrup,Wagner and Sons,2023-07-05,474 mg,
MED213,Ciprofloxacin_Xylene,Injection,Kane PLC,2023-11-14,221 mg,
MED214,Ciprofloxacin_Naphthalene,Injection,Petty PLC,2023-03-13,256 mg,
MED215,Ciprofloxacin_Phenol,Tablet,"Webb, Mcguire and Mccarty",2023-11-07,41 mg,
MED216,Ciprofloxacin_Aniline,Injection,Thompson-Hodge,2023-03-06,249 mg,
MED217,Ciprofloxacin_Ethylene Glycol,Syrup,"Wagner, Bradley and Russell",2023-10-26,434 mg,
MED218,Ciprofloxacin_Glycerol,Syrup,Hendricks-Smith,2023-07-12,242 mg,
MED219,Ciprofloxacin_Furfural,Injection,Garcia-Lewis,2024-03-25,262 mg,
MED220,Ciprofloxacin_Hexane,Tablet,Sanders-Meyer,2024-06-06,287 mg,
MED221,Ciprofloxacin_Heptane,Injection,Gray Inc,2023-02-03,73 mg,
MED222,Ciprofloxacin_Octane,Injection,Smith-Burns,2024-06-21,51 mg,
MED223,Ciprofloxacin_Nonane,Tablet,Berry PLC,2023-12-26,104 mg,
MED224,Ciprofloxacin_Decane,Syrup,"Martin, Salazar and Brewer",2022-10-31,354 mg,
MED225,Ciprofloxacin_Glucose,Tablet,Jackson-Nelson,2024-08-18,56 mg,
MED226,Ciprofloxacin_Fructose,Tablet,"Ross, Wallace and Smith",2022-12-08,415 mg,
MED227,Ciprofloxacin_Sucrose,Syrup,Villanueva LLC,2023-05-25,38 mg,
MED228,Ciprofloxacin_Lactose,Tablet,Carey and Sons,2022-12-19,135 mg,
MED229,Ciprofloxacin_Cellulose,Syrup,"Harvey, Cox and Foley",2023-10-03,243 mg,
MED230,Ciprofloxacin_Chloroform,Tablet,Crawford-White,2024-06-05,121 mg,
MED231,Ciprofloxacin_Carbon Tetrachloride,Tablet,Anderson and Sons,2022-11-20,94 mg,
MED232,Ciprofloxacin_Acetaldehyde,Tablet,Moss-Daniels,2023-05-10,437 mg,
MED233,Ciprofloxacin_Butadiene,Tablet,Potts-Sandoval,2023-10-01,219 mg,
MED234,Ciprofloxacin_Cyclohexane,Syrup,"Burton, Rodriguez and Jackson",2023-08-13,66 mg,
MED235,Ciprofloxacin_Cyclopentane,Syrup,"Phillips, Fernandez and Sweeney",2023-03-01,290 mg,
MED236,Ciprofloxacin_Cyclohexene,Injection,Diaz-Roberts,2023-10-23,245 mg,
MED237,Ciprofloxacin_Cyclohexanol,Syrup,Watkins Group,2022-11-08,382 mg,
MED238,Ciprofloxacin_Cyclohexanone,Syrup,Young Inc,2024-05-26,199 mg,
MED239,Ciprofloxacin_Acetylene,Syrup,Rodriguez Ltd,2022-10-02,428 mg,
MED240,Ciprofloxacin_Propyne,Tablet,"Combs, Anderson and Cook",2023-03-20,359 mg,
MED241,Ciprofloxacin_Butyne,Tablet,Davis Inc,2023-12-02,464 mg,
MED242,Ciprofloxacin_Pentene,Tablet,Fox-Nichols,2024-05-07,309 mg,
MED243,Ciprofloxacin_Hexene,Syrup,Guerra-Richard,2023-08-13,43 mg,
MED244,Ciprofloxacin_Heptene,Tablet,Wiley Ltd,2024-06-16,426 mg,
MED245,Ciprofloxacin_Methylamine,Tablet,Campbell-White,2024-05-31,331 mg,
MED246,Ciprofloxacin_Ethylamine,Syrup,Bates-Peterson,2024-07-23,49 mg,
MED247,Ciprofloxacin_Propylamine,Tablet,"Burns, Reese and Watson",2024-08-19,269 mg,
MED248,Ciprofloxacin_Butylamine,Injection,"Allen, White and Freeman",2022-10-29,174 mg,
MED249,Ciprofloxacin_Pentylamine,Injection,"Martinez, Herrera and Martin",2023-09-04,250 mg,
MED250,Metformin_Methane,Syrup,Jones LLC,2024-07-06,334 mg,
MED251,Metformin_Ethanol,Syrup,Berry-Dean,2023-01-31,18 mg,
MED252,Metformin_Acetone,Syrup,Anderson Inc,2024-09-06,179 mg,
MED253,Metformin_Benzene,Syrup,"Fowler, Rios and Chen",2023-03-18,106 mg,
MED254,Metformin_Toluene,Tablet,Reeves-Rose,2023-08-30,473 mg,
MED255,Metformin_Formaldehyde,Tablet,Meadows-Reed,2022-10-13,476 mg,
MED256,Metformin_Acetic Acid,Tablet,Mclaughlin Group,2022-11-18,11 mg,
MED257,Metformin_Methanol,Injection,"Lynch, Adams and Lindsey",2024-06-19,230 mg,
MED258,Metformin_Ethylene,Tablet,Jackson PLC,2023-02-06,64 mg,
MED259,Metformin_Propylene,Syrup,Lane Inc,2023-08-24,465 mg,
MED260,Metformin_Butane,Syrup,Harrington-Thornton,2024-05-10,9 mg,
MED261,Metformin_Isoprene,Tablet,"Raymond, Bell and Tucker",2023-11-13,227 mg,
MED262,Metformin_Styrene,Injection,Avila Ltd,2024-03-28,247 mg,
MED263,Metformin_Xylene,Tablet,Johnson and Sons,2023-01-31,427 mg,
MED264,Metformin_Naphthalene,Syrup,Gordon Inc,2024-02-04,378 mg,
MED265,Metformin_Phenol,Tablet,Terry-Compton,2024-03-27,184 mg,
MED266,Metformin_Aniline,Injection,Castro-Gallagher,2024-08-04,43 mg,
MED267,Metformin_Ethylene Glycol,Tablet,Jefferson-Black,2024-07-11,312 mg,
MED268,Metformin_Glycerol,Injection,"Wu, Leonard and Bradley",2024-03-01,433 mg,
MED269,Metformin_Furfural,Injection,"Martinez, Whitehead and Harrington",2023-01-23,149 mg,
MED270,Metformin_Hexane,Tablet,"Miller, White and Becker",2024-06-06,230 mg,
MED271,Metformin_Heptane,Tablet,Ward and Sons,2023-03-16,123 mg,
MED272,Metformin_Octane,Injection,"Shaw, Davis and Cox",2024-04-11,434 mg,
MED273,Metformin_Nonane,Injection,Johnston LLC,2023-04-28,86 mg,
MED274,Metformin_Decane,Syrup,"Booker, Rodriguez and Thompson",2023-08-23,154 mg,
MED275,Metformin_Glucose,Injection,Casey LLC,2023-06-03,357 mg,
MED276,Metformin_Fructose,Tablet,Hester-Berg,2023-09-13,328 mg,
MED277,Metformin_Sucrose,Tablet,Nelson-Baker,2023-07-05,475 mg,
MED278,Metformin_Lactose,Syrup,Parker-Ross,2022-10-22,474 mg,
MED279,Metformin_Cellulose,Tablet,Lee Inc,2023-07-10,288 mg,
MED280,Metformin_Chloroform,Tablet,"Galvan, Lawrence and Roberson",2024-06-23,11 mg,
MED281,Metformin_Carbon Tetrachloride,Tablet,"Arnold, Barker and Moses",2022-12-09,406 mg,
MED282,Metformin_Acetaldehyde,Syrup,Henry Ltd,2023-12-20,255 mg,
MED283,Metformin_Butadiene,Injection,Cain Ltd,2024-04-15,417 mg,
MED284,Metformin_Cyclohexane,Syrup,"Henson, Smith and Decker",2023-02-18,341 mg,
MED285,Metformin_Cyclopentane,Tablet,"Thompson, Oneal and Fox",2023-03-05,489 mg,
MED286,Metformin_Cyclohexene,Injection,Brown-Anderson,2022-10-09,196 mg,
MED287,Metformin_Cyclohexanol,Tablet,"Aguilar, Stone and Lloyd",2022-09-30,55 mg,
MED288,Metformin_Cyclohexanone,Injection,Mullins-Evans,2023-12-14,262 mg,
MED289,Metformin_Acetylene,Tablet,Ramirez-Frazier,2024-05-04,234 mg,
MED290,Metformin_Propyne,Tablet,Mcclure PLC,2024-01-09,163 mg,
MED291,Metformin_Butyne,Syrup,Walker-Taylor,2023-11-20,200 mg,
MED292,Metformin_Pentene,Tablet,Bates PLC,2023-06-26,275 mg,
MED293,Metformin_Hexene,Tablet,Chandler PLC,2023-10-14,476 mg,
MED294,Metformin_Heptene,Injection,Hayes-Case,2024-09-07,321 mg,
MED295,Metformin_Methylamine,Injection,"Jones, Wheeler and Bell",2024-05-08,17 mg,
MED296,Metformin_Ethylamine,Injection,Blackwell Group,2023-11-25,386 mg,
MED297,Metformin_Propylamine,Syrup,Nelson-Chapman,2023-06-18,128 mg,
MED298,Metformin_Butylamine,Syrup,Austin-Steele,2023-05-23,493 mg,
MED299,Metformin_Pentylamine,Tablet,Carrillo Inc,2023-06-07,34 mg,
MED300,Lisinopril_Methane,Tablet,Jenkins Inc,2023-11-16,152 mg,
MED301,Lisinopril_Ethanol,Syrup,Baker and Sons,2023-08-24,480 mg,
MED302,Lisinopril_Acetone,Tablet,Navarro Inc,2024-05-23,306 mg,
MED303,Lisinopril_Benzene,Syrup,Miller Inc,2022-10-24,317 mg,
MED304,Lisinopril_Toluene,Tablet,Lambert Inc,2024-02-29,473 mg,
MED305,Lisinopril_Formaldehyde,Syrup,"Martin, Harris and Ballard",2022-10-01,358 mg,
MED306,Lisinopril_Acetic Acid,Injection,Hanson LLC,2024-08-24,405 mg,
